mol1,mol2,label,pair_id,pair_id_clean,combined_text,is_missing_text,feature_index
NTO,TZTN,1,FOYSUJ,FOYSUJ,"结论: No. 关键特征: - Lack of structural or intermolecular compatibility for stable co-crystallization; - Significant disparity in molecular symmetry, polarity, and bonding motifs; - Absence of documented phase behavior indicating mutual solubility or eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Lack of structural or intermolecular compatibility for stable co-crystallization  \n- Significant disparity in molecular symmetry, polarity, and bonding motifs  \n- Absence of documented phase behavior indicating mutual solubility or eutectic formation  \n\nDetailed Analysis:  \nThe first compound, pentafluoro-(pentafluoro-lambda⁶-sulfanyl)-lambda⁶-sulfane (F₅S–SF₅), is more commonly known as bis(pentafluorosulfur) or F₅S–SF₅. It is a ",False,158
CL-20,TNB,0,CL-20&TNB,CL-20&TNB,"结论: No. 关键特征: - Incompatible molecular interaction types (ionic vs. hydrogen-bonding/covalent organic framework); - Significant disparity in melting behavior and thermal stability; - Lack of mutual solubility or miscibility in the solid state required for eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Incompatible molecular interaction types (ionic vs. hydrogen-bonding/covalent organic framework)\n- Significant disparity in melting behavior and thermal stability\n- Lack of mutual solubility or miscibility in the solid state required for eutectic formation\n\nDetailed Analysis:\nGadolinium(III) trinitrate, Gd(NO₃)₃, is an ionic inorganic salt composed of Gd³⁺ cations and nitrate anions. It typically exists as a hydrate (e.g., hexahyd",False,159
CL-20,DANA,0,CL-20&DANA,CL-20&DANA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,160
CL-20,TNAN,0,CL-20&TNAN,CL-20&TNAN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,161
CL-20,TATB,0,CL-20&TATB,CL-20&TATB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,162
CL-20,LLM-105,0,CL-20&LLM-105,CL-20&LLM-105,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,163
CL-20,FOX-7,0,CL-20&FOX-7,CL-20&FOX-7,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,164
CL-20,PA,0,CL-20&PA,CL-20&PA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,165
CL-20,"2,4-DNI",0,"CL-20&2,4-DNI","CL-20&2,4-DNI",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,166
CL-20,"3,4-DNP",0,"CL-20&3,4-DNP","CL-20&3,4-DNP",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,167
CL-20,"4,5-MDNP",0,"CL-20&4,5-MDNP","CL-20&4,5-MDNP",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,168
CL-20,RDX,0,CL-20&RDX,CL-20&RDX,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,169
CL-20,CE,0,CL-20&CE,CL-20&CE,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,170
CL-20,HNS,0,CL-20&HNS,CL-20&HNS,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,171
CL-20,NQ,0,CL-20&NQ,CL-20&NQ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,172
CL-20,D-explosive,0,CL-20&D-explosive,CL-20&D-explosive,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,173
CL-20,"3,4-MDNP",0,"CL-20&3,4-MDNP","CL-20&3,4-MDNP",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,174
CL-20,NTO,0,CL-20&NTO,CL-20&NTO,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,175
CL-20,TNGU,0,CL-20&TNGU,CL-20&TNGU,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,176
CL-20,PETN,0,CL-20&PETN,CL-20&PETN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,177
CL-20,"3,5-DNP",0,"CL-20&3,5-DNP","CL-20&3,5-DNP","结论: No. 关键特征: - Incompatible molecular interaction types (ionic vs. amphiphilic surfactant-like organic); - Significant disparity in melting behavior and thermal stability; - Lack of mutual solubility or miscibility in the solid or liquid state required for eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Incompatible molecular interaction types (ionic vs. amphiphilic surfactant-like organic)\n- Significant disparity in melting behavior and thermal stability\n- Lack of mutual solubility or miscibility in the solid or liquid state required for eutectic formation\n\nDetailed Analysis:\nGadolinium(3+) trinitrate, Gd(NO₃)₃, is an ionic inorganic salt composed of a trivalent lanthanide cation and nitrate anions. It typically exists as a hydr",False,178
CL-20,DNTF,0,CL-20&DNTF,CL-20&DNTF,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,179
CL-20,DAAF,0,CL-20&DAAF,CL-20&DAAF,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,180
TATB,HMX,0,TATB&HMX,TATB&HMX,"结论: No. 关键特征: - Significant disparity in molecular structure and intermolecular interaction profiles; - Incompatible thermal behaviors (decomposition vs. melting); - Lack of mutual solubility or co-crystallization propensity. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular structure and intermolecular interaction profiles  \n- Incompatible thermal behaviors (decomposition vs. melting)  \n- Lack of mutual solubility or co-crystallization propensity  \n\nDetailed Analysis:  \nThe first compound, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a complex organic molecule with aromatic rings, basic nitrogen centers, and moderate hydrophobicity. It is likely ",False,181
TATB,RDX,0,TATB&RDX,TATB&RDX,"结论: No. 关键特征: - Significant disparity in molecular size, rigidity, and functional group compatibility; - Lack of complementary intermolecular interaction motifs conducive to co-crystallization or eutectic formation; - High structural complexity and conformational constraints limiting miscibility in the solid state. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, rigidity, and functional group compatibility  \n- Lack of complementary intermolecular interaction motifs conducive to co-crystallization or eutectic formation  \n- High structural complexity and conformational constraints limiting miscibility in the solid state  \n\nDetailed Analysis:  \nThe first molecule, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a moderately flexible h",False,182
TATB,TNT,0,TATB&TNT,TATB&TNT,"结论: Yes. 关键特征: - Significant difference in molecular polarity and crystal packing motifs between components; - Complementary intermolecular interaction potential (e.g., π–π stacking, hydrogen bonding, dipole–dipole) facilitating co-crystallization or eutectic formation; - Disparate melting points with limited solid-state miscibility, satisfying thermodynamic prerequisites for eutectic behavior. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in molecular polarity and crystal packing motifs between components  \n- Complementary intermolecular interaction potential (e.g., π–π stacking, hydrogen bonding, dipole–dipole) facilitating co-crystallization or eutectic formation  \n- Disparate melting points with limited solid-state miscibility, satisfying thermodynamic prerequisites for eutectic behavior  \n\nDetailed Analysis:  \nThe first molecule, 2-",False,183
DAAF,HMX,0,DAAF&HMX,DAAF&HMX,"结论: No. 关键特征: - Significant disparity in molecular complexity and intermolecular interaction profiles; - Mismatched melting behavior and thermal stability ranges; - Incompatible crystal packing tendencies due to structural rigidity vs. small-molecule flexibility. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular complexity and intermolecular interaction profiles  \n- Mismatched melting behavior and thermal stability ranges  \n- Incompatible crystal packing tendencies due to structural rigidity vs. small-molecule flexibility  \n\nDetailed Analysis:  \nThe first compound is an exceptionally complex polycyclic molecule with multiple stereocenters, fused ring systems, ester and ketone functionalities, a fluorophe",False,184
DAAF,RDX,0,DAAF&RDX,DAAF&RDX,"结论: No. 关键特征: - Significant structural dissimilarity and lack of complementary intermolecular interactions; - Mismatched molecular symmetry, polarity, and hydrogen-bonding capability; - Highly complex, rigid polycyclic frameworks with low conformational flexibility. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:  \n- Significant structural dissimilarity and lack of complementary intermolecular interactions  \n- Mismatched molecular symmetry, polarity, and hydrogen-bonding capability  \n- Highly complex, rigid polycyclic frameworks with low conformational flexibility  \n\nDetailed Analysis:  \nThe first molecule is a highly functionalized hexacyclic diterpenoid-like ester featuring multiple oxygen-containing heterocycles (including ketal and lacto",False,185
DAAF,TNT,0,DAAF&TNT,DAAF&TNT,"结论: No. 关键特征: - Significant disparity in molecular complexity and polarity between components; - Lack of complementary intermolecular interactions conducive to eutectic formation; - Large difference in melting points and crystal lattice energies. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular complexity and polarity between components\n- Lack of complementary intermolecular interactions conducive to eutectic formation\n- Large difference in melting points and crystal lattice energies\n\nDetailed Analysis:\nThe first molecule—methyl (1S,2S,3S,4S,7R,8R,11S,12S,13R,16S)-16-acetyloxy-12-(4-fluorophenyl)-4-methyl-17-methylidene-5,10-dioxo-6,9-dioxahexacyclo[14.2.1.0¹,¹³.0³,¹².0⁴,⁸.0⁷,¹¹]nonadec",False,186
LLM-105,HMX,0,LLM-105&HMX,LLM-105&HMX,"结论: No. 关键特征: - Significant disparity in molecular structure and intermolecular interaction profiles; - Mismatched melting points and thermal stabilities; - Incompatible functional group chemistry for stable co-crystallization or eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular structure and intermolecular interaction profiles  \n- Mismatched melting points and thermal stabilities  \n- Incompatible functional group chemistry for stable co-crystallization or eutectic formation  \n\nDetailed Analysis:  \nThe first compound, tert-butyl N-[(E,4R)-6-(benzenesulfonyl)-4-hydroxyhex-5-enyl]carbamate, is a complex organic molecule featuring multiple functional groups: a carbamate (–O",False,187
LLM-105,RDX,0,LLM-105&RDX,LLM-105&RDX,"结论: No. 关键特征: - Significant disparity in molecular size, rigidity, and functional group composition; - Lack of complementary intermolecular interaction motifs conducive to co-crystallization or eutectic formation; - Highly dissimilar melting behaviors and crystal packing tendencies. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, rigidity, and functional group composition\n- Lack of complementary intermolecular interaction motifs conducive to co-crystallization or eutectic formation\n- Highly dissimilar melting behaviors and crystal packing tendencies\n\nDetailed Analysis:\nThe first molecule, tert-butyl N-[(E,4R)-6-(benzenesulfonyl)-4-hydroxyhex-5-enyl]carbamate, is a flexible, semi-aliphatic compound containing polar f",False,188
